timestamp,timestamp,open,high,low,close,volume
2025-04-28 23:00:00+00:00,1745881200000,94774.7,95142.3,94749.1,94970.1,3528.6456
2025-04-29 00:00:00+00:00,1745884800000,94970.1,95187.0,94780.6,95011.4,2775.5704
2025-04-29 01:00:00+00:00,1745888400000,95011.4,95400.0,94684.1,94802.0,6309.7031
2025-04-29 02:00:00+00:00,1745892000000,94802.0,94921.1,94439.0,94560.0,3756.2363
2025-04-29 03:00:00+00:00,1745895600000,94560.0,94762.1,94385.5,94600.8,1666.2835
2025-04-29 04:00:00+00:00,1745899200000,94600.8,94824.9,94255.5,94311.5,2776.5296
2025-04-29 05:00:00+00:00,1745902800000,94311.5,94373.5,94159.7,94239.3,2625.9515
2025-04-29 06:00:00+00:00,1745906400000,94239.3,94768.1,94220.0,94732.0,3173.7117
2025-04-29 07:00:00+00:00,1745910000000,94732.0,94913.0,94665.0,94877.0,1857.4742
2025-04-29 08:00:00+00:00,1745913600000,94877.0,95047.3,94769.0,94982.2,3314.9885
2025-04-29 09:00:00+00:00,1745917200000,94982.2,95042.9,94740.1,94945.9,2187.9362
2025-04-29 10:00:00+00:00,1745920800000,94945.9,94998.9,94699.1,94776.6,2411.6123
2025-04-29 11:00:00+00:00,1745924400000,94776.6,95258.7,94767.7,95087.1,4013.3689
2025-04-29 12:00:00+00:00,1745928000000,95087.1,95132.6,94737.2,94772.9,3235.1219
2025-04-29 13:00:00+00:00,1745931600000,94772.9,94990.0,94538.7,94750.1,5751.0744
2025-04-29 14:00:00+00:00,1745935200000,94750.1,95262.3,94469.4,94990.1,11092.2812
2025-04-29 15:00:00+00:00,1745938800000,94990.1,95081.0,94670.0,94800.1,4043.0253
2025-04-29 16:00:00+00:00,1745942400000,94800.1,95421.1,94750.0,94900.5,7773.286
2025-04-29 17:00:00+00:00,1745946000000,94900.5,95329.7,94595.0,95187.5,5923.83
2025-04-29 18:00:00+00:00,1745949600000,95187.5,95398.5,95013.9,95345.0,4217.1441
2025-04-29 19:00:00+00:00,1745953200000,95345.0,95393.7,95180.7,95237.4,2465.0516
2025-04-29 20:00:00+00:00,1745956800000,95237.4,95348.8,94761.3,94783.8,3399.4747
2025-04-29 21:00:00+00:00,1745960400000,94783.8,94919.6,94290.4,94682.2,7111.6544
2025-04-29 22:00:00+00:00,1745964000000,94682.2,94682.4,93948.0,94110.0,5693.2899
2025-04-29 23:00:00+00:00,1745967600000,94110.0,94258.0,93684.0,94201.2,6411.7093
2025-04-30 00:00:00+00:00,1745971200000,94201.2,94584.0,94081.0,94497.3,3154.1596
2025-04-30 01:00:00+00:00,1745974800000,94497.3,94568.5,94232.9,94486.6,2268.8715
2025-04-30 02:00:00+00:00,1745978400000,94486.6,94740.6,94400.4,94594.9,2241.793
2025-04-30 03:00:00+00:00,1745982000000,94594.9,95071.8,94449.9,94978.7,3610.3758
2025-04-30 04:00:00+00:00,1745985600000,94978.7,95146.6,94823.2,94991.4,2561.8061
2025-04-30 05:00:00+00:00,1745989200000,94991.4,95068.0,94826.0,94849.7,1746.2355
2025-04-30 06:00:00+00:00,1745992800000,94849.7,94931.6,94705.0,94713.6,1792.749
2025-04-30 07:00:00+00:00,1745996400000,94713.6,94835.7,94453.1,94577.0,2640.8147
2025-04-30 08:00:00+00:00,1746000000000,94577.0,94766.8,94467.7,94661.1,2041.7527
2025-04-30 09:00:00+00:00,1746003600000,94661.1,95000.0,94613.3,94917.3,2609.9069
2025-04-30 10:00:00+00:00,1746007200000,94917.3,94967.6,94810.0,94901.8,1324.7192
2025-04-30 11:00:00+00:00,1746010800000,94901.8,95187.5,94884.0,95125.4,4600.7351
2025-04-30 12:00:00+00:00,1746014400000,95125.4,95164.6,94300.0,94500.1,11602.1847
2025-04-30 13:00:00+00:00,1746018000000,94500.1,94618.9,92960.9,92980.1,16800.2769
2025-04-30 14:00:00+00:00,1746021600000,92980.1,94332.2,92858.0,93666.6,18578.2831
2025-04-30 15:00:00+00:00,1746025200000,93666.6,94070.0,93602.9,93950.1,4462.7696
2025-04-30 16:00:00+00:00,1746028800000,93950.1,94154.6,93479.7,93900.6,4883.9092
2025-04-30 17:00:00+00:00,1746032400000,93900.6,94233.8,93711.4,94060.2,2732.8147
2025-04-30 18:00:00+00:00,1746036000000,94060.2,94482.4,93960.8,94042.8,4716.3734
2025-04-30 19:00:00+00:00,1746039600000,94042.8,94230.9,93699.0,94132.0,2194.7836
2025-04-30 20:00:00+00:00,1746043200000,94132.0,94707.5,94085.0,94514.9,4062.245
2025-04-30 21:00:00+00:00,1746046800000,94514.9,94756.2,94327.9,94382.7,2060.3753
2025-04-30 22:00:00+00:00,1746050400000,94382.7,94680.1,94020.3,94076.9,1948.0319
2025-04-30 23:00:00+00:00,1746054000000,94076.9,94288.7,93949.5,94126.0,1719.9553
2025-05-01 00:00:00+00:00,1746057600000,94126.0,94359.9,94085.7,94359.9,1306.7619
2025-05-01 01:00:00+00:00,1746061200000,94359.9,94663.5,94350.6,94597.8,2766.371
2025-05-01 02:00:00+00:00,1746064800000,94597.8,94930.8,94562.1,94800.0,3302.04
2025-05-01 03:00:00+00:00,1746068400000,94800.0,94971.1,94630.0,94734.0,2558.8533
2025-05-01 04:00:00+00:00,1746072000000,94734.0,94884.4,94667.0,94823.4,1230.2195
2025-05-01 05:00:00+00:00,1746075600000,94823.4,95141.0,94787.3,95103.1,6156.369
2025-05-01 06:00:00+00:00,1746079200000,95103.1,95142.1,94758.2,94849.9,4252.8807
2025-05-01 07:00:00+00:00,1746082800000,94849.9,95064.9,94753.4,94977.6,1576.7412
2025-05-01 08:00:00+00:00,1746086400000,94977.6,95173.0,94869.9,95162.1,2125.2665
2025-05-01 09:00:00+00:00,1746090000000,95162.1,95776.9,95096.9,95477.2,11137.0244
2025-05-01 10:00:00+00:00,1746093600000,95477.2,96350.0,95477.2,96117.9,16053.0874
2025-05-01 11:00:00+00:00,1746097200000,96117.9,96200.0,95786.9,96120.5,6142.5841
2025-05-01 12:00:00+00:00,1746100800000,96120.5,96416.7,96050.3,96317.0,9736.9615
2025-05-01 13:00:00+00:00,1746104400000,96317.0,96696.1,95750.0,95750.1,12635.8741
2025-05-01 14:00:00+00:00,1746108000000,95750.1,96860.0,95750.1,96773.9,11916.2243
2025-05-01 15:00:00+00:00,1746111600000,96773.9,97387.6,96689.9,96796.5,14876.7218
2025-05-01 16:00:00+00:00,1746115200000,96796.5,97300.0,96794.5,96949.9,4813.4052
2025-05-01 17:00:00+00:00,1746118800000,96949.9,97166.0,96460.0,96738.2,8389.3712
2025-05-01 18:00:00+00:00,1746122400000,96738.2,96902.8,96388.3,96816.6,5065.7675
2025-05-01 19:00:00+00:00,1746126000000,96816.6,96825.0,96368.6,96448.9,3913.9534
2025-05-01 20:00:00+00:00,1746129600000,96448.9,96805.8,96250.0,96345.2,3314.5612
2025-05-01 21:00:00+00:00,1746133200000,96345.2,96727.5,96328.3,96417.1,1842.1483
2025-05-01 22:00:00+00:00,1746136800000,96417.1,96586.4,96310.0,96330.0,1378.5681
2025-05-01 23:00:00+00:00,1746140400000,96330.0,96444.5,96126.0,96424.3,2656.0948
2025-05-02 00:00:00+00:00,1746144000000,96424.3,97002.0,96399.0,96972.9,3718.9685
2025-05-02 01:00:00+00:00,1746147600000,96972.9,97111.8,96709.1,96915.1,3218.4621
2025-05-02 02:00:00+00:00,1746151200000,96915.1,96990.0,96676.6,96900.4,1690.8259
2025-05-02 03:00:00+00:00,1746154800000,96900.4,97178.8,96900.3,97054.4,2649.9129
2025-05-02 04:00:00+00:00,1746158400000,97054.4,97250.0,96814.3,96894.2,2461.8094
2025-05-02 05:00:00+00:00,1746162000000,96894.2,96953.0,96581.2,96665.9,2634.1177
2025-05-02 06:00:00+00:00,1746165600000,96665.9,96828.0,96493.8,96657.7,2859.0252
2025-05-02 07:00:00+00:00,1746169200000,96657.7,96674.8,96300.0,96302.2,5673.8941
2025-05-02 08:00:00+00:00,1746172800000,96302.2,96719.8,96300.0,96580.7,5518.79
2025-05-02 09:00:00+00:00,1746176400000,96580.7,96729.0,96403.2,96550.7,2102.6988
2025-05-02 10:00:00+00:00,1746180000000,96550.7,96886.1,96548.9,96843.8,1711.3386
2025-05-02 11:00:00+00:00,1746183600000,96843.8,97041.7,96823.6,96874.7,2765.3895
2025-05-02 12:00:00+00:00,1746187200000,96874.7,97135.2,96600.8,97133.2,5882.1531
2025-05-02 13:00:00+00:00,1746190800000,97133.2,97200.0,96602.0,96710.7,4788.3263
2025-05-02 14:00:00+00:00,1746194400000,96710.7,97860.9,96650.0,97691.1,13748.7897
2025-05-02 15:00:00+00:00,1746198000000,97691.1,97850.0,97003.9,97271.1,8739.7368
2025-05-02 16:00:00+00:00,1746201600000,97271.1,97736.0,97270.0,97313.8,7271.8866
2025-05-02 17:00:00+00:00,1746205200000,97313.8,97373.3,96999.0,97337.0,4863.889
2025-05-02 18:00:00+00:00,1746208800000,97337.0,97558.2,97100.0,97124.0,2168.212
2025-05-02 19:00:00+00:00,1746212400000,97124.0,97137.2,96699.0,96875.2,4070.3594
2025-05-02 20:00:00+00:00,1746216000000,96875.2,97082.0,96783.0,96962.7,1668.37
2025-05-02 21:00:00+00:00,1746219600000,96962.7,96989.8,96509.0,96669.5,2290.6542
2025-05-02 22:00:00+00:00,1746223200000,96669.5,96740.0,96519.2,96608.6,1443.9974
2025-05-02 23:00:00+00:00,1746226800000,96608.6,96846.6,96553.7,96832.2,1288.9538
2025-05-03 00:00:00+00:00,1746230400000,96832.2,96862.0,96584.9,96658.1,1155.8198
2025-05-03 01:00:00+00:00,1746234000000,96658.1,96676.8,96385.8,96453.0,2422.5495
2025-05-03 02:00:00+00:00,1746237600000,96453.0,96658.3,96436.8,96499.1,1217.2165
2025-05-03 03:00:00+00:00,1746241200000,96499.1,96500.0,96256.2,96292.9,3268.426
2025-05-03 04:00:00+00:00,1746244800000,96292.9,96541.9,96257.2,96471.2,1067.9445
2025-05-03 05:00:00+00:00,1746248400000,96471.2,96555.0,96368.6,96380.4,1318.0753
2025-05-03 06:00:00+00:00,1746252000000,96380.4,96380.4,96070.0,96119.9,3217.1415
2025-05-03 07:00:00+00:00,1746255600000,96119.9,96351.0,96103.2,96283.2,2205.6415
2025-05-03 08:00:00+00:00,1746259200000,96283.2,96378.8,96100.0,96245.3,4159.4104
2025-05-03 09:00:00+00:00,1746262800000,96245.3,96362.5,96143.0,96218.8,1113.1679
2025-05-03 10:00:00+00:00,1746266400000,96218.8,96218.8,95814.0,95854.8,5477.9422
2025-05-03 11:00:00+00:00,1746270000000,95854.8,96043.3,95814.6,95894.7,2656.5119
2025-05-03 12:00:00+00:00,1746273600000,95894.7,96111.0,95835.8,96075.2,1785.6104
2025-05-03 13:00:00+00:00,1746277200000,96075.2,96287.1,96056.9,96287.0,2244.8375
2025-05-03 14:00:00+00:00,1746280800000,96287.0,96405.1,96234.1,96314.3,2321.3113
2025-05-03 15:00:00+00:00,1746284400000,96314.3,96456.6,96272.3,96357.7,3505.9042
2025-05-03 16:00:00+00:00,1746288000000,96357.7,96369.9,96020.3,96161.0,2483.3459
