Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,51.573394775390625,51.685081481933594,49.25048065185547,49.80887222290039,17.597576141357422,1078214
2000-01-04,49.58551788330078,49.67485809326172,48.714420318603516,49.58551788330078,17.518665313720703,2529529
2000-01-05,48.692081451416016,49.58551788330078,48.714420318603516,49.138797760009766,17.36083984375,1233422
2000-01-06,48.80376052856445,49.58551788330078,48.58040237426758,48.692081451416016,17.203014373779297,1221423
2000-01-07,48.46872329711914,49.362159729003906,48.46872329711914,48.692081451416016,17.203014373779297,866415
2000-01-10,49.58551788330078,49.76420211791992,48.46872329711914,48.46872329711914,17.124101638793945,920539
2000-01-11,49.51850891113281,49.362159729003906,47.91032791137695,48.692081451416016,17.203014373779297,1566694
2000-01-12,48.22749710083008,48.88863754272461,47.691436767578125,47.905860900878906,16.925241470336914,1272104
2000-01-13,48.133689880371094,48.58040237426758,46.92755126953125,47.12857437133789,16.65062713623047,2081087
2000-01-14,47.351932525634766,48.78142547607422,47.26259231567383,47.798648834228516,16.88736343383789,1473212
2000-01-17,49.25048065185547,49.138797760009766,46.5701789855957,47.3072624206543,16.713756561279297,1758525
2000-01-18,47.351932525634766,47.351932525634766,46.458499908447266,46.458499908447266,16.41388511657715,1332178
2000-01-19,46.480838775634766,46.88287353515625,46.011783599853516,46.23514175415039,16.334972381591797,1511451
2000-01-20,46.458499908447266,46.68185806274414,45.58740234375,46.14580154418945,16.303407669067383,1396004
2000-01-21,45.565067291259766,45.632076263427734,44.11323928833008,44.38127136230469,15.6799955368042,3121945
2000-01-24,44.7833137512207,45.431053161621094,44.6492919921875,45.00667190551758,15.900949478149414,1526288
2000-01-25,44.7833137512207,45.00667190551758,43.46550369262695,43.800537109375,15.47481918334961,1482658
2000-01-26,44.24725341796875,44.60462951660156,43.778202056884766,43.91221618652344,15.514278411865234,956324
2000-01-27,43.778202056884766,44.44827651977539,43.62185287475586,44.224918365478516,15.624754905700684,1098227
2000-01-28,45.118350982666016,46.10112762451172,44.671634674072266,45.90010452270508,16.216604232788086,1306466
2000-01-31,46.480838775634766,46.458499908447266,45.364044189453125,45.92244338989258,16.22449493408203,924846
2000-02-01,47.19558334350586,47.12857437133789,45.92244338989258,46.279815673828125,16.350753784179688,1564661
2000-02-02,47.01689529418945,47.3966064453125,46.5701789855957,46.972225189208984,16.59538459777832,1060641
2000-02-03,46.81587219238281,47.374271392822266,45.58740234375,45.69908142089844,16.145584106445312,2220518
2000-02-04,45.69908142089844,45.565067291259766,44.00156021118164,44.8056526184082,15.829931259155273,2009713
2000-02-07,45.6097412109375,45.766082763671875,44.470611572265625,44.51528549194336,15.727344512939453,943583
2000-02-08,44.671634674072266,46.4138298034668,44.55995559692383,44.671634674072266,15.782578468322754,1422105
